tweets,sentiments,clean_tweet_wordlist,clean_tweet_sentence
"@mrcrump3ts i'm not certain unfortunately :( i'm okay-ish with html, but i'd quite like a better language to work with. i have a c++ course",0.0,"[""i'm"", 'certain', 'unfortun', ':(', ""i'm"", 'okay-ish', 'html', ""i'd"", 'quit', 'like', 'better', 'languag', 'work', 'c', 'cours']",i'm certain unfortun :( i'm okay-ish html i'd quit like better languag work c cours
@its_imjinah91 taken :(,0.0,"['taken', ':(']",taken :(
i didn't made it again. :(,0.0,"['made', ':(']",made :(
i miss geneva so much! england aint got half the sun :(,0.0,"['miss', 'geneva', 'much', 'england', 'aint', 'got', 'half', 'sun', ':(']",miss geneva much england aint got half sun :(
@_getupandtry same :(,0.0,[':('],:(
@horanshan i barely use twitter :( how are you?,0.0,"['bare', 'use', 'twitter', ':(']",bare use twitter :(
@eliiizesoriano miss u :(,0.0,"['miss', 'u', ':(']",miss u :(
kik me guys : patml482 #kik #kikmenow #kikmeboys #likeforlike #orgasm #nakamaforever #sexygirlbypreciouslemmy :( http://t.co/dl1agjykbh,0.0,"['kik', 'guy', 'patml', '482', 'kik', 'kikmenow', 'kikmeboy', 'likeforlik', 'orgasm', 'nakamaforev', 'sexygirlbypreciouslemmi', ':(']",kik guy patml 482 kik kikmenow kikmeboy likeforlik orgasm nakamaforev sexygirlbypreciouslemmi :(
:( i went to bed way too late,0.0,"[':(', 'went', 'bed', 'way', 'late']",:( went bed way late
guys add my kik : abouty797 #kik #kiksex #interracial #tagsforlikes #kikme #travel #kikmenow :( http://t.co/fz4zc928qa,0.0,"['guy', 'add', 'kik', 'abouti', '797', 'kik', 'kiksex', 'interraci', 'tagsforlik', 'kikm', 'travel', 'kikmenow', ':(']",guy add kik abouti 797 kik kiksex interraci tagsforlik kikm travel kikmenow :(
@aussie_legend i wish :(,0.0,"['wish', ':(']",wish :(
more money more money :-(,0.0,"['money', 'money', ':-(']",money money :-(
@lucymatthewsss same deal here. the man at the airport laughed at me when he asked me age and asked 'reaally?' :(,0.0,"['deal', 'man', 'airport', 'laugh', 'ask', 'age', 'ask', 'reaalli', ':(']",deal man airport laugh ask age ask reaalli :(
tired :(,0.0,"['tire', ':(']",tire :(
@_milli__ unlike me :(,0.0,"['unlik', ':(']",unlik :(
spent the whole day watching videos of #aldub over and over again. ang cute nila! :( i ship. @aldenrichards02  @mainedcm,0.0,"['spent', 'whole', 'day', 'watch', 'video', 'aldub', 'ang', 'cute', 'nila', ':(', 'ship']",spent whole day watch video aldub ang cute nila :( ship
@ovoenergy what is the point of a smart meter if it displays the wrong information? latest email sent 2nd july has just gone unanswered :(,0.0,"['point', 'smart', 'meter', 'display', 'wrong', 'inform', 'latest', 'email', 'sent', '2nd', 'juli', 'gone', 'unansw', ':(']",point smart meter display wrong inform latest email sent 2nd juli gone unansw :(
i really can't fall back asleep :(,0.0,"['realli', ""can't"", 'fall', 'back', 'asleep', ':(']",realli can't fall back asleep :(
:(((((((((( so sad,0.0,"[':(', 'sad']",:( sad
bri is falling asleep :(,0.0,"['bri', 'fall', 'asleep', ':(']",bri fall asleep :(
@kjmci it’s raining and cold :(,0.0,"['’', 'rain', 'cold', ':(']",’ rain cold :(
i'm tryna save my money but magcon merch keeps making new shit :((((((,0.0,"[""i'm"", 'tryna', 'save', 'money', 'magcon', 'merch', 'keep', 'make', 'new', 'shit', ':(']",i'm tryna save money magcon merch keep make new shit :(
@kalourd you right...the sinuend is kak. not working :(,0.0,"['right', '...', 'sinuend', 'kak', 'work', ':(']",right ... sinuend kak work :(
@fc96hy laper :(,0.0,"['laper', ':(']",laper :(
rage quit!!! :( http://t.co/xifb0wtlas,0.0,"['rage', 'quit', ':(']",rage quit :(
@its_divine_d yeah... :(,0.0,"['yeah', '...', ':(']",yeah ... :(
@rabihantoun :( so sad for us. we're losers,0.0,"[':(', 'sad', 'us', ""we'r"", 'loser']",:( sad us we'r loser
"@katyperry mom, what are u doing in the hospital? you're okay? :(",0.0,"['mom', 'u', 'hospit', 'okay', ':(']",mom u hospit okay :(
its been raining all morning :(,0.0,"['rain', 'morn', ':(']",rain morn :(
weird guess? — idk. :( http://t.co/gpy6e9jhui,0.0,"['weird', 'guess', '—', 'idk', ':(']",weird guess — idk :(
@kourokocchi lmfao i dont know :(,0.0,"['lmfao', 'dont', 'know', ':(']",lmfao dont know :(
brendon urie's suit game :(( http://t.co/e1x0yoh784,0.0,"['brendon', ""urie'"", 'suit', 'game', ':(']",brendon urie' suit game :(
@bangtanthough but i'm waiting for sumer repackage :'d so i have no money to buy this :(,0.0,"[""i'm"", 'wait', 'sumer', 'repackag', "":'d"", 'money', 'buy', ':(']",i'm wait sumer repackag :'d money buy :(
@smiffy sorry matthew :(  &lt;3,0.0,"['sorri', 'matthew', ':(', '<3']",sorri matthew :( <3
i want yongbe green suede supreme hat :(,0.0,"['want', 'yongb', 'green', 'sued', 'suprem', 'hat', ':(']",want yongb green sued suprem hat :(
used to be so skinny :( http://t.co/pqyn3hnj33,0.0,"['use', 'skinni', ':(']",use skinni :(
"hey @cbuchanan68, can i maybe get a picture with you after the warm-up? you were gone at the signing session when we arrived :(",0.0,"['hey', 'mayb', 'get', 'pictur', 'warm-up', 'gone', 'sign', 'session', 'arriv', ':(']",hey mayb get pictur warm-up gone sign session arriv :(
@heyitscysee hay baby im up and i miss you to baby :(,0.0,"['hay', 'babi', 'im', 'miss', 'babi', ':(']",hay babi im miss babi :(
@megbowes_ @kardashianreact :( maybe ill surprise you and be brill,0.0,"[':(', 'mayb', 'ill', 'surpris', 'brill']",:( mayb ill surpris brill
@thelinderman_ you're probably right... :(,0.0,"['probabl', 'right', '...', ':(']",probabl right ... :(
thats 120 wings :(  https://t.co/qpipskcimf,0.0,"['that', '120', 'wing', ':(']",that 120 wing :(
it's because too broke for the bomb weave i want. :(,0.0,"['broke', 'bomb', 'weav', 'want', ':(']",broke bomb weav want :(
spending my friday night without @drraamvii :(,0.0,"['spend', 'friday', 'night', 'without', ':(']",spend friday night without :(
"@wforwoman #wsalelove 
ans 9: depressing it would be :(",0.0,"['wsalelov', 'an', '9', 'depress', 'would', ':(']",wsalelov an 9 depress would :(
i wish alex was here so he could rub my belly till i fell asleep :(,0.0,"['wish', 'alex', 'could', 'rub', 'belli', 'till', 'fell', 'asleep', ':(']",wish alex could rub belli till fell asleep :(
@bruceyoucxnt :( sorry for your loss may allah give her jannatul ferdous,0.0,"[':(', 'sorri', 'loss', 'may', 'allah', 'give', 'jannatul', 'ferdou']",:( sorri loss may allah give jannatul ferdou
head is killing me today :(,0.0,"['head', 'kill', 'today', ':(']",head kill today :(
:( ami ekta kharap manush..!! :( — thinking about old memories at crazy mart http://t.co/wsbhhuk9bq,0.0,"[':(', 'ami', 'ekta', 'kharap', 'manush', '..', ':(', '—', 'think', 'old', 'memori', 'crazi', 'mart']",:( ami ekta kharap manush .. :( — think old memori crazi mart
@rvirenee_ gua cans dong :(,0.0,"['gua', 'can', 'dong', ':(']",gua can dong :(
my phones broke and im missing out on khloe's ass on kylies snapchat and it's making me sad :(,0.0,"['phone', 'broke', 'im', 'miss', ""khloe'"", 'ass', 'kyli', 'snapchat', 'make', 'sad', ':(']",phone broke im miss khloe' ass kyli snapchat make sad :(
@ifazy nhe yar :(,0.0,"['nhe', 'yar', ':(']",nhe yar :(
i won't let that happen in real life. :(,0.0,"['let', 'happen', 'real', 'life', ':(']",let happen real life :(
i just woke up and missed everything :-((,0.0,"['woke', 'miss', 'everyth', ':-(']",woke miss everyth :-(
sorry minkyuk i'm a slow af : (,0.0,"['sorri', 'minkyuk', ""i'm"", 'slow', 'af']",sorri minkyuk i'm slow af
"@hawkins_g omg you're so mean, he's fine :(",0.0,"['omg', 'mean', ""he'"", 'fine', ':(']",omg mean he' fine :(
i forget every year why the summer hols are so hard.... i spend days &amp; days never really having conversations with grown ups :( #isolated,0.0,"['forget', 'everi', 'year', 'summer', 'hol', 'hard', '...', 'spend', 'day', 'day', 'never', 'realli', 'convers', 'grown', 'up', ':(', 'isol']",forget everi year summer hol hard ... spend day day never realli convers grown up :( isol
i don't like this at all :(,0.0,"['like', ':(']",like :(
@minutely what happen to the hk weather sensor ? it has been broker for weeks :(,0.0,"['happen', 'hk', 'weather', 'sensor', 'broker', 'week', ':(']",happen hk weather sensor broker week :(
this rain needs to go away :(,0.0,"['rain', 'need', 'go', 'away', ':(']",rain need go away :(
:( i wna go to church,0.0,"[':(', 'wna', 'go', 'church']",:( wna go church
"i just wanna see her face again, i miss her so much :( in 2 years hopefully http://t.co/ucsqlapqox",0.0,"['wanna', 'see', 'face', 'miss', 'much', ':(', '2', 'year', 'hope']",wanna see face miss much :( 2 year hope
hello my name is flaviana. :(,0.0,"['hello', 'name', 'flaviana', ':(']",hello name flaviana :(
chickmt123: #letsfootball #atk greymind43: breaking news: chris gayle says he will be out of cricket for 2-3 months due to back surgery. :(…,0.0,"['chickmt', '123', 'letsfootbal', 'atk', 'greymind', '43', 'break', 'news', 'chri', 'gayl', 'say', 'cricket', '2-3', 'month', 'due', 'back', 'surgeri', ':(', '…']",chickmt 123 letsfootbal atk greymind 43 break news chri gayl say cricket 2-3 month due back surgeri :( …
sudden mood-dump :(,0.0,"['sudden', 'mood-dump', ':(']",sudden mood-dump :(
i wanted to watch the livestream on my ipod but it wouldn't load so on computer now :(,0.0,"['want', 'watch', 'livestream', 'ipod', 'load', 'comput', ':(']",want watch livestream ipod load comput :(
@jaysdaughter13 come over again :(,0.0,"['come', ':(']",come :(
"soo i have gotten my phone taken away and i'm currently sneaking on my mums phone, so i'm gonna be inactive for about a week :(",0.0,"['soo', 'gotten', 'phone', 'taken', 'away', ""i'm"", 'current', 'sneak', 'mum', 'phone', ""i'm"", 'gonna', 'inact', 'week', ':(']",soo gotten phone taken away i'm current sneak mum phone i'm gonna inact week :(
i miss tom felton  :( @tomfelton,0.0,"['miss', 'tom', 'felton', ':(']",miss tom felton :(
:( unfortunately due to illness verity standen's performances have been cancelled. we will be in touch with those who have booked shortly.,0.0,"[':(', 'unfortun', 'due', 'ill', 'veriti', ""standen'"", 'perform', 'cancel', 'touch', 'book', 'shortli']",:( unfortun due ill veriti standen' perform cancel touch book shortli
new favorite editing app. jk someone pls translate this :( http://t.co/n3aiifabap,0.0,"['new', 'favorit', 'edit', 'app', 'jk', 'someon', 'pl', 'translat', ':(']",new favorit edit app jk someon pl translat :(
@jam_sponge but i can't see the difference between black and red ink... :(,0.0,"[""can't"", 'see', 'differ', 'black', 'red', 'ink', '...', ':(']",can't see differ black red ink ... :(
i see ur bio @xannindy 😆😆 u don't break my heart actually :(,0.0,"['see', 'ur', 'bio', '😆', '😆', 'u', 'break', 'heart', 'actual', ':(']",see ur bio 😆 😆 u break heart actual :(
i want takoyaki :(( my #teenchoice for #choiceinternationalartist is #superjunior!,0.0,"['want', 'takoyaki', ':(', 'teenchoic', 'choiceinternationalartist', 'superjunior']",want takoyaki :( teenchoic choiceinternationalartist superjunior
i pity aisyah very much :(((((,0.0,"['piti', 'aisyah', 'much', ':(']",piti aisyah much :(
wait where the fuck is my ffvi &gt;:( ugh,0.0,"['wait', 'fuck', 'ffvi', '>:(', 'ugh']",wait fuck ffvi >:( ugh
updated my latest episode on youtube due to my 1st song choice :( there should be no problems viewing from ur phone /youtu.be/2_gpctsojkw,0.0,"['updat', 'latest', 'episod', 'youtub', 'due', '1st', 'song', 'choic', ':(', 'problem', 'view', 'ur', 'phone', 'youtu.be/2_gpctsojkw']",updat latest episod youtub due 1st song choic :( problem view ur phone youtu.be/2_gpctsojkw
@aisyahzen i also want :( craving fr donutsss,0.0,"['also', 'want', ':(', 'crave', 'fr', 'donutsss']",also want :( crave fr donutsss
@morrisons one of the little 50p cheese pizzas! i grated some more cheese on top so all is well but that one was looking a little sparse :(,0.0,"['one', 'littl', '50p', 'chees', 'pizza', 'grate', 'chees', 'top', 'well', 'one', 'look', 'littl', 'spars', ':(']",one littl 50p chees pizza grate chees top well one look littl spars :(
@beamiller i can't listen to your new album on youtube because it's blocked in my country :(,0.0,"[""can't"", 'listen', 'new', 'album', 'youtub', 'block', 'countri', ':(']",can't listen new album youtub block countri :(
i'm coughing. :(,0.0,"[""i'm"", 'cough', ':(']",i'm cough :(
@jsjnete dd leave lagi?:(,0.0,"['dd', 'leav', 'lagi', ':(']",dd leav lagi :(
@randeep_hoodafc yes..cant see rider.:( @randeephooda,0.0,"['ye', '..', 'cant', 'see', 'rider', ':(']",ye .. cant see rider :(
i always miss something when i have no wifi :(,0.0,"['alway', 'miss', 'someth', 'wifi', ':(']",alway miss someth wifi :(
this rain :(,0.0,"['rain', ':(']",rain :(
i'm working next saturday and im well gutted because i wanted to go to pride :(:(,0.0,"[""i'm"", 'work', 'next', 'saturday', 'im', 'well', 'gut', 'want', 'go', 'pride', ':(', ':(']",i'm work next saturday im well gut want go pride :( :(
@pcy_rock nope!! :( hueeeee,0.0,"['nope', ':(', 'hueee']",nope :( hueee
@charliebudd @painterspitstop @harridec @1paintology6 @kingsdecor @freshdecorators wrong password/recall thingy not working is the prob :-(,0.0,"['wrong', 'password', 'recal', 'thingi', 'work', 'prob', ':-(']",wrong password recal thingi work prob :-(
"@scottydoddy hi george, i can't see that we sell this i'm afraid :( sorry about that! thanks, beth",0.0,"['hi', 'georg', ""can't"", 'see', 'sell', ""i'm"", 'afraid', ':(', 'sorri', 'thank', 'beth']",hi georg can't see sell i'm afraid :( sorri thank beth
i was chewing my toy and stella came over and went for me. lots of noise and teeth and mum yelled at her and threw her out of room :(,0.0,"['chew', 'toy', 'stella', 'came', 'went', 'lot', 'nois', 'teeth', 'mum', 'yell', 'threw', 'room', ':(']",chew toy stella came went lot nois teeth mum yell threw room :(
woke up from a bad dream. grabe. :(,0.0,"['woke', 'bad', 'dream', 'grabe', ':(']",woke bad dream grabe :(
rejected! :(( #theaccidentalcouple ep. 15,0.0,"['reject', ':(', 'theaccidentalcoupl', 'ep', '15']",reject :( theaccidentalcoupl ep 15
:(((( always.  https://t.co/d9v4pfdwhh,0.0,"[':(', 'alway']",:( alway
not a smooth handover :(,0.0,"['smooth', 'handov', ':(']",smooth handov :(
@mycoleenromance srsly i order it all the time :-(,0.0,"['srsli', 'order', 'time', ':-(']",srsli order time :-(
@beckparsons1 no im on a 24 hour sleep on sunday :( xx,0.0,"['im', '24', 'hour', 'sleep', 'sunday', ':(', 'xx']",im 24 hour sleep sunday :( xx
@alisakmr same :-(,0.0,[':-('],:-(
@geariv @kodas_x hello i am spick and i find this offense :(((((((,0.0,"['hello', 'spick', 'find', 'offens', ':(']",hello spick find offens :(
@eksobyvnb i know bebii i know :(,0.0,"['know', 'bebii', 'know', ':(']",know bebii know :(
"@lizardbeth_16 oh my, what's happenend? we don't want to lose you. :-( *dr",0.0,"['oh', ""what'"", 'happenend', 'want', 'lose', ':-(', 'dr']",oh what' happenend want lose :-( dr
"@bcwgaming ffs didn't even know :(
what time?",0.0,"['ff', 'even', 'know', ':(', 'time']",ff even know :( time
@boyfminseok i like lip balms but i don't like to be compared to those! hmph :-(,0.0,"['like', 'lip', 'balm', 'like', 'compar', 'hmph', ':-(']",like lip balm like compar hmph :-(
"more sick mumma, sick bubba cuddles :(  cuddling on the floor to the footy and she falls asleep.… https://t.co/to6pxx7iuu",0.0,"['sick', 'mumma', 'sick', 'bubba', 'cuddl', ':(', 'cuddl', 'floor', 'footi', 'fall', 'asleep', '…']",sick mumma sick bubba cuddl :( cuddl floor footi fall asleep …
@georgieellerton @laurentierneyy_ aw georgie i bet :( you'll be back soon!! this last month will fly by,0.0,"['aw', 'georgi', 'bet', ':(', 'back', 'soon', 'last', 'month', 'fli']",aw georgi bet :( back soon last month fli
@azzzzyb loool oi :( bengalis in general are insecure it'll work do it,0.0,"['loool', 'oi', ':(', 'bengali', 'gener', 'insecur', ""it'll"", 'work']",loool oi :( bengali gener insecur it'll work
"some girls will say ""that means you wanted my man while i was with him"" but you didn't even know her or him back then :(",0.0,"['girl', 'say', 'mean', 'want', 'man', 'even', 'know', 'back', ':(']",girl say mean want man even know back :(
@aprilxyloto any masterchef updates?? i left my phone at my cousins :( how was uni? whatchya doin? huh? huh? huh? &lt;3 http://t.co/y3tqhgfbsk,0.0,"['masterchef', 'updat', 'left', 'phone', 'cousin', ':(', 'uni', 'whatchya', 'doin', 'huh', 'huh', 'huh', '<3']",masterchef updat left phone cousin :( uni whatchya doin huh huh huh <3
@billiejoespouse everything okay? :( x,0.0,"['everyth', 'okay', ':(', 'x']",everyth okay :( x
"@wforwoman  #wsalelove ocean without water, vehicles without petrol n diesel , n me with my empty wardrobe :(",0.0,"['wsalelov', 'ocean', 'without', 'water', 'vehicl', 'without', 'petrol', 'n', 'diesel', 'n', 'empti', 'wardrob', ':(']",wsalelov ocean without water vehicl without petrol n diesel n empti wardrob :(
